RENGLÓN|CÓDIGO DE INSUMO|NOMBRE|CARACTERÍSTICAS|NOMBRE DE LA PRESENTACIÓN|CANTIDAD Y UNIDAD DE MEDIDA DE LA PRESENTACIÓN|CÓDIGO DE PRESENTACIÓN
182|110061|EXAMEN DE INMUNOLOGÍA Y SEROLOGÍA, PROCALCITONINA| Tipo: Servicio; |Unidad|1 Unidad(es)|127869
329|110094|TROQUET (TROCKET)| Capacidad de carga: 1000 Libra;  Material: Hierro;  Material de las ruedas: Hule;  Tipo: Doble propósito; |Unidad|1 Unidad(es)|127915
322|110162|SILLA PLEGABLE| Estructura: Metálica;  Material: Plástico; |Unidad|1 Unidad(es)|127992
233|110195|PANTS| Género: Unisex;  Material: Poliéster y licra;  Talla: S; |Unidad|1 Unidad(es)|128027
325|110236|MOTOCICLETA| Arranque: Eléctrico y patada;  Tipo: Urbana;  Tipo de motor: 4 tiempos;  Transmisión: Mecánica; |Unidad|1 Unidad(es)|128072
211|110334|YOGURT| Consistencia: Cremoso;  Sabor: Varios;  Tipo: Normal; |Envase|1 Litro|170475
211|110334|YOGURT| Consistencia: Cremoso;  Sabor: Varios;  Tipo: Normal; |Envase|900 Gramos|170476
243|110540|SOBRE| Clase: Manila;  Tamaño: Doble oficio; |Paquete|100 Unidad(es)|128410
329|110653|ESTUFA| Clase: A gas;  Material: Acero inoxidable;  Quemadores: 6;  Tipo: Industrial; |Unidad|1 Unidad(es)|128549
266|110673|MALEATO DE CLORFENIRAMINA + CAFEÍNA| Concentración: 4mg + 32mg;  Forma farmacéutica: Tableta comprimida;  Vía de administración: Oral; |Unidad|1 Unidad(es)|128574
268|111195|CINCHO PARA SUJETAR CABLE| Ancho: 3.5 Milímetro;  Largo: 25 Centímetro;  Material: Plástico; |Empaque|50 Unidad(es)|129187
292|111234|PAÑAL PEDIÁTRICO| Material: Desechable;  Tamaño: Recién nacido; |Unidad|1 Unidad(es)|129241
211|111773|TOMATE| Clase: Ciruelo;  Grupo: Fruta; |Caja|45 Libra|129904
211|111773|TOMATE| Clase: Ciruelo;  Grupo: Fruta; |Unidad|1 Libra|129907
268|111848|ARCHIVADOR| Material: Vinil;  Tamaño: Carta; |Unidad|1 Unidad(es)|130003
268|111849|ARCHIVADOR| Material: Vinil;  Tamaño: Oficio; |Unidad|1 Unidad(es)|130004
268|111915|CONTENEDOR CON TAPADERA PARA BASURA| Capacidad: 40 Galón;  Material: Polietileno;  Tipo: Carro (con ruedas); |Unidad|1 Unidad(es)|130096
283|112291|CLAVO| Largo: 2 Pulgadas;  Material: Hierro;  Tipo: Con cabeza; |Empaque|1 Libra|130533
244|112751|BLOC ADHESIVO| Ancho: 3 Centímetro;  Largo: 5 Centímetro;  Número de hojas: 100;  Uso: Notas; |Unidad|1 Unidad(es)|131084
211|112854|FÓRMULA PARA LACTANTE DE 0 A 12 MESES| Base: Hierro con proteína extensamente hidrolizada;  Consistencia: Polvo;  Tipo: Sucedánea de leche materna; |Envase|400 Gramos|131196
266|112879|CARBOXIMETILCISTEÍNA (CARBOCISTEÍNA) + DEXTROMETORFANO BROMHIDRATO + CLORFENIRAMINA MALEATO| Concentración: 250mg/5ml;  Forma farmacéutica: Jarabe;  Vía de administración: Oral; |Frasco|120 Mililitro|131228
329|112940|DETECTOR DE METALES MANUAL| Alarma: Sonido (vibración) y luz simultáneamente;  Frecuencia: 40 Kilohercio;  Funcionamiento: Batería;  Incluye: Cargador eléctrico;  Tensión eléctrica: 7 a 9 Voltio; |Unidad|1 Unidad(es)|131295
268|113034|CORTINA DE BAÑO| Ancho: 0.9 Metro;  Largo: 1.2 Metro;  Material: Nylon; |Unidad|1 Unidad(es)|131396
268|113281|BOLSA PARA BASURA| Material: Plástico biodegradable;  Tamaño: Mediana; |Rollo|20 Unidad(es)|190714
268|113282|BOLSA PARA BASURA| Material: Plástico biodegradable;  Tamaño: Grande; |Unidad|1 Unidad(es)|131721
267|113337|TINTA| Color: Negro;  Tipo: Gotero;  Uso: Máquina numeradora; |Bote|28 Mililitro|161640
252|113474|CINTURÓN| Material: Cuero;  Talla: Grande;  Tipo: Seguridad; |Unidad|1 Unidad(es)|131954
266|113495|ACICLOVIR| Concentración: 200/5 mg/ml;  Forma farmacéutica: Polvo para suspensión;  Vía de administración: Oral; |Frasco|125 Mililitro|131977
267|113577|TINTA| Código: T942120-al;  Color: Negro;  Uso: Impresora; |Unidad|1 Unidad(es)|132087
267|113578|TINTA| Código: T941420-al;  Color: Amarillo;  Uso: Impresora; |Unidad|1 Unidad(es)|132089
267|113579|TINTA| Código: T941320-al;  Color: Magenta;  Uso: Impresora; |Unidad|1 Unidad(es)|132090
267|113580|TINTA| Código: T941220-al;  Color: Cian;  Uso: Impresora; |Unidad|1 Unidad(es)|132092
291|113688|PERFORADOR| Agujeros: 2 ;  Capacidad de perforación: 150 hojas;  Incluye: Regla para medir papel;  Material: Aluminio;  Tipo: Semi-industrial; |Unidad|1 Unidad(es)|132249
268|113803|LLAVE PARA LAVAMANOS| Diámetro: 1/2 pulgada;  Material: Plástico; |Unidad|1 Unidad(es)|132414
272|114001|VIDRIO| Ancho: 10 Centímetro;  Clase: Paleta;  Grosor: 5 Milímetro;  Largo: 58.5 Centímetro;  Textura: Lisa; |Unidad|1 Unidad(es)|132660
243|114420|FOLDER| Clase: Manila;  Tamaño: Legal; |Unidad|1 Unidad(es)|133136
243|114425|SOBRE| Clase: Manila;  Tamaño: Legal; |Unidad|1 Unidad(es)|133144
266|114552|OXIMETAZOLINA CLORHIDRATO + DEXPANTENOL| Concentración: 0.05%;  Forma farmacéutica: Solución;  Vía de administración: Nasal; |Frasco spray|20 Mililitro|133304
292|114613|TALCO PARA PIES| Consistencia: Polvo; |Bote|100 Gramos|133695
267|114768|PINTURA| Color: Varios;  Tipo: Acrílica;  Uso: Manualidades; |Envase|500 Mililitro|133601
268|115103|MANGUERA| Diámetro: 3/8 pulgadas;  Material: Plástico; |Unidad|1 Metro|134039
254|115118|GUANTES| Material: Látex;  Talla: M;  Uso: Jardinero; |Par|1 Unidad(es)|134054
233|115421|PANTALÓN| Diseño: Recto;  Género: Masculino;  Logotipo: Bordado;  Material: Gabardina;  Talla: 30 ;  Tipo: Casual; |Unidad|1 Unidad(es)|134412
233|115422|PANTALÓN| Diseño: Recto;  Género: Masculino;  Logotipo: Bordado;  Material: Gabardina;  Talla: 32 ;  Tipo: Casual; |Unidad|1 Unidad(es)|134413
233|115508|PANTALÓN| Diseño: Recto;  Género: Masculino;  Logotipo: Bordado;  Material: Gabardina;  Talla: 36 ;  Tipo: Casual; |Unidad|1 Unidad(es)|134507
292|115535|CEPILLO| Material de cerdas: Polietileno;  Tipo: Plancha;  Uso: Limpieza; |Unidad|1 Unidad(es)|134534
291|115597|BANDERITAS| Ancho: 12 Milímetro;  Clase: Adhesiva;  Colores: 8 ;  Largo: 45 Milímetro;  Uso: Oficina; |Paquete|200 Unidad(es)|134627
291|115598|BANDERITAS TIPO FLECHA| Ancho: 12 Milímetro;  Clase: Adhesiva;  Colores: 5 ;  Largo: 42 Milímetro; |Paquete|125 Unidad(es)|134628
267|116045|TÓNER| Código: Cf363xc;  Color: Magenta;  Uso: Impresora; |Unidad|1 Unidad(es)|135177
267|116046|TÓNER| Código: Cf362xc;  Color: Amarillo;  Uso: Impresora; |Unidad|1 Unidad(es)|135178
233|116204|PANTALÓN| Diseño: Recto;  Género: Masculino;  Logotipo: Bordado;  Material: Gabardina;  Talla: 34 ;  Tipo: Casual; |Unidad|1 Unidad(es)|135359
322|116468|SILLA SEMI-EJECUTIVA| Altura: Ajustable;  Material de asiento y respaldo: Malla;  Material de base y apoya brazos: Metal y plástico;  Rodos: 5 ; |Unidad|1 Unidad(es)|135691
266|116666|ENZIMAS DIGESTIVAS| Concentración: 200mg;  Forma farmacéutica: Gragea;  Vía de administración: Oral; |Blíster|10 Unidad(es)|135923
266|116869|ESCITALOPRAM OXALATO| Concentración: 10 Miligramos;  Forma farmacéutica: Tableta;  Vía de administración: Oral; |Unidad|1 Unidad(es)|136144
182|116951|LABORATORIO CLÍNICO, INMUNOLOGÍA Y SEROLOGÍA, FACTOR CRECIMIENTO INSULÍNICO TIPO 1 (IGF-1)| Tipo: Servicio; |Unidad|1 Unidad(es)|136256
299|117015|INFLADOR| Diseño: Manual;  Largo: 48 Centímetro;  Material: Metal;  Uso: Aire; |Unidad|1 Unidad(es)|136329
233|117136|PLAYERA| Género: Unisex;  Talla: Xl;  Tela: Algodón;  Tipo de impresión: Serigrafía; |Unidad|1 Unidad(es)|136457
233|117138|PLAYERA| Género: Unisex;  Talla: Xxl;  Tela: Algodón;  Tipo de impresión: Serigrafía; |Unidad|1 Unidad(es)|136459
219|117301|PASTA (PARA CAPACITACIÓN)| Forma: Fideos;  Tipo: Lasaña; |Empaque|400 Gramos|136663
182|117336|RAYOS X DE RODILLA AP Y LATERAL| Tipo: Servicio; |Unidad|1 Unidad(es)|136710
291|117921|SELLO| Ancho: 2 Centímetro;  Largo: 5 Centímetro;  Líneas: 6 ;  Material: Plástico;  Tipo: Automático; |Unidad|1 Unidad(es)|137407
211|118032|CHOCOLATE| Clase: Golosina;  Tipo: Perlas; |Bolsa|1 Libra|137539
329|118085|CUNA PARA BEBÉ| Altura: 120 Centímetro;  Ancho: 60 Centímetro;  Barandas: Fijas;  Contiene: 2 gavetas en la parte inferior;  Incluye: Colchón;  Largo: 120 Centímetro;  Material: Madera curada;  Posiciones de altura: 1 nivel; |Unidad|1 Unidad(es)|137597
329|118089|CAMBIADOR PARA BEBÉ| Alto: 10.2 centímetros;  Ancho: 54.6 centímetros;  Incluye: Bandeja con cinturón de seguridad;  Largo: 84.5 centímetros;  Material: Polipropileno;  Tipo: Plegable de pared; |Unidad|1 Unidad(es)|137601
283|118158|NIPLE| Diámetro: 1/2 pulgadas;  Largo: 30 Pulgadas;  Material: Hierro galvanizado (hg); |Unidad|1 Unidad(es)|137751
283|118333|TARUGO| Grosor: 3/8 pulgadas;  Largo: 3 Pulgadas;  Material: Metal;  Uso: Expansión; |Unidad|1 Unidad(es)|137929
326|118706|TELÉFONO| Alcance: 300 Metro;  Conferencia: 3 vías;  Funciones: Transferencia de llamada, llamada en espera, no molestar, indicar mensajes de espera;  Pantalla: Lcd;  Tipo: Inalámbrico; |Unidad|1 Unidad(es)|138421
326|118838|SWITCH DE RED| Cantidad de puertos: 5 ;  Conector: Rj-45;  Ethernet: 10/100/1000;  Fuente de alimentación: 100 a 240 voltios;  Memoria flash: 64 Kilobyte; |Unidad|1 Unidad(es)|138563
244|118840|CARPETA| Alto: 21 Centímetro;  Ancho: 2.5 Centímetro;  Incluye: Notas adhesivas;  Largo: 15 Centímetro;  Material: Cartón; |Unidad|1 Unidad(es)|138565
291|118854|TIJERA| Material: Metal;  Tamaño: 7 Pulgadas; |Unidad|1 Unidad(es)|138580
291|118855|CALCULADORA DE ESCRITORIO| Dígitos: 16 ; |Unidad|1 Unidad(es)|138581
233|119305|PLAYERA| Género: Unisex;  Manga: Corta;  Material: Poliéster y algodón (polialgodón);  Talla: M;  Tipo de impresión: Sublimado; |Unidad|1 Unidad(es)|139093
233|119306|PLAYERA| Género: Unisex;  Manga: Corta;  Material: Poliéster y algodón (polialgodón);  Talla: L;  Tipo de impresión: Sublimado; |Unidad|1 Unidad(es)|139094
233|119307|PLAYERA| Género: Unisex;  Manga: Corta;  Material: Poliéster y algodón (polialgodón);  Talla: Xl;  Tipo de impresión: Sublimado; |Unidad|1 Unidad(es)|139095
182|119521|EXAMEN DE CREATININA EN ORINA AL AZAR| Tipo: Servicio; |Unidad|1 Unidad(es)|139329
182|119603|EXAMEN DE PROTEÍNAS TOTALES EN ORINA AL AZAR| Tipo: Servicio; |Unidad|1 Unidad(es)|139421
296|119886|SARTÉN| Diámetro: 28 Centímetro;  Material: Teflón; |Unidad|1 Unidad(es)|139742
295|119969|GASA| Ancho: 3 Pulgadas;  Condición: Estéril;  Largo: 3 Pulgadas;  Material: Algodón; |Unidad|1 Unidad(es)|139836
211|120100|CARNE ROJA| Animal: Res;  Corte: Pieza; |Unidad|1 Libra|139996
267|120133|TÓNER| Código: Cf258a;  Color: Negro;  Número: 58a;  Uso: Impresora; |Unidad|1 Unidad(es)|140034
266|120264|ACETAMINOFÉN (PARACETAMOL) + FENILEFRINA + CLORFENIRAMINA MALEATO + DEXTROMETORFANO| Concentración: 500mg + 5mg + 2mg + 10mg;  Forma farmacéutica: Tableta;  Vía de administración: Oral; |Caja|100 Unidad(es)|154625
266|120264|ACETAMINOFÉN (PARACETAMOL) + FENILEFRINA + CLORFENIRAMINA MALEATO + DEXTROMETORFANO| Concentración: 500mg + 5mg + 2mg + 10mg;  Forma farmacéutica: Tableta;  Vía de administración: Oral; |Sobre|2 Unidad(es)|154629
266|120272|CLINDAMICINA| Concentración: 300mg;  Forma farmacéutica: Tableta;  Vía de administración: Oral; |Blíster|10 Unidad(es)|140192
283|120353|BARRA EXPANDIBLE PARA CORTINA| Diámetro: 1 Pulgadas;  Largo expansible: 107 a 183 Centímetro;  Material: Acero inoxidable; |Unidad|1 Unidad(es)|140282
266|120690|CLORHIDRATO DE BENCIDAMINA| Concentración: 0.15%;  Forma farmacéutica: Solución;  Vía de administración: Oral; |Frasco spray|60 Mililitro|140675
266|120712|METOCLOPRAMIDA| Concentración: 2mg;  Forma farmacéutica: Solución;  Vía de administración: Oral; |Frasco gotero|30 Mililitro|140699
182|120847|EXAMEN PROTEÍNAS EN ORINA DE 24 HORAS| Tipo: Servicio; |Unidad|1 Unidad(es)|140850
329|120866|BARRENO INALÁMBRICO| Componente: Mandril;  Potencia: 20 Vatio;  Tamaño de mandril: 1/2 pulgada;  Velocidad: 2000 revoluciones por minuto;  Voltaje: 20 Voltio; |Unidad|1 Unidad(es)|140872
267|120870|TÓNER| Código: Cf361xc;  Color: Cian;  Uso: Impresora; |Unidad|1 Unidad(es)|140877
261|120882|POLVO QUÍMICO SECO (P.Q.S.)| Agente extintor: Dióxido de carbono co2;  Tipo: Bc; |Recarga|10 Libra|140894
261|120882|POLVO QUÍMICO SECO (P.Q.S.)| Agente extintor: Dióxido de carbono co2;  Tipo: Bc; |Recarga|20 Libra|140897
261|120882|POLVO QUÍMICO SECO (P.Q.S.)| Agente extintor: Dióxido de carbono co2;  Tipo: Bc; |Recarga|25 Libra|140898
261|120882|POLVO QUÍMICO SECO (P.Q.S.)| Agente extintor: Dióxido de carbono co2;  Tipo: Bc; |Recarga|5 Libra|140893
286|120936|PONCHADORA| Tipo: De presión;  Uso: Rj45; |Unidad|1 Unidad(es)|140966
291|121095|PERFORADORA| Agujeros: 2 ;  Capacidad de perforación: 10 hojas;  Material: Metal y plástico; |Unidad|1 Unidad(es)|141144
219|121125|SALAMI (PARA CAPACITACIÓN)| Animal: Cerdo; |Bolsa|1 Libra|141195
253|121174|LLANTA| Clase: Todo terreno;  Medida: 245/70 r17;  Pliegos: 8 ; |Unidad|1 Unidad(es)|141252
233|121194|TRAJE IMPERMEABLE DE ALTA VISIBILIDAD| Componentes: Chumpa y pantalón;  Contiene: Cinta reflectiva;  Material: Tela impermeable;  Talla: Xl;  Uso: Operativo; |Unidad|1 Unidad(es)|141275
266|121393|ACETAMINOFÉN (PARACETAMOL) + CLORHIDRATO DE FENILEFRINA + MALEATO DE BROMFENIRAMINA| Concentración: 120mg + 5mg + 2mg;  Forma farmacéutica: Jarabe;  Vía de administración: Oral; |Frasco|120 Mililitro|141503
299|121405|FILTRO DE AGUA| Capacidad: 22 Litro;  Material: Plástico; |Unidad|1 Unidad(es)|141517
295|121411|KIT| Condición: Estéril;  Contiene: Mascarilla;  Paciente: Pediátrico;  Uso: Micronebulizador; |Unidad|1 Unidad(es)|141524
211|121472|GALLETA| Sabor: Chocolate y malvavisco;  Tipo: Bañada; |Unidad|1 Unidad(es)|141598
266|121492|SIMETICONA| Concentración: 40mg;  Forma farmacéutica: Tableta masticable;  Vía de administración: Oral; |Blíster|10 Unidad(es)|141623
266|121492|SIMETICONA| Concentración: 40mg;  Forma farmacéutica: Tableta masticable;  Vía de administración: Oral; |Caja|30 Unidad(es)|198308
291|121538|HULE PARA SELLO| Ancho: 22 Milímetro;  Largo: 58 Milímetro;  Líneas: 6; |Unidad|1 Unidad(es)|141671
291|121642|SELLO| Ancho: 5 Centímetro;  Largo: 7 Centímetro;  Líneas: 9 ;  Material: Metal;  Tipo: Automático; |Unidad|1 Unidad(es)|141795
266|121673|MULTIVITAMINAS| Forma farmacéutica: Tableta;  Vía de administración: Oral; |Unidad|1 Unidad(es)|141839
291|121731|ENGRAPADORA| Capacidad máxima de engrapado: 20 hojas;  Material: Metal;  Tamaño de grapas: 26/6; |Unidad|1 Unidad(es)|141905
292|121747|PAÑO LIMPIADOR| Ancho: 40.6 Centímetro;  Largo: 40.6 Centímetro;  Material: Microfibra; |Paquete|3 Unidad(es)|141922
292|121747|PAÑO LIMPIADOR| Ancho: 40.6 Centímetro;  Largo: 40.6 Centímetro;  Material: Microfibra; |Paquete|6 Unidad(es)|141923
266|122100|SUERO ORAL, SOLUCIÓN HIDRATANTE| Concentración: 60 meq;  Vía de administración: Oral; |Frasco|500 Mililitro|142330
296|122153|SARTÉN| Diámetro: 38 Centímetro;  Material: Teflón; |Unidad|1 Unidad(es)|142393
289|122404|BOTÓN INSIGNIA| Diámetro: 5.5 Centímetro;  Material: Metal; |Unidad|1 Unidad(es)|142680
286|122437|TRICKET| Capacidad: 3 Tonelada;  Tipo: Lagarto; |Unidad|1 Unidad(es)|142714
299|122824|VASO DESECHABLE| Capacidad: 10 Onza;  Material: Biodegradable; |Paquete|100 Unidad(es)|143173
297|123061|BOMBILLA| Potencia: 75 Vatio;  Tipo: Led;  Voltaje: 100/240 voltios; |Unidad|1 Unidad(es)|143448
291|123347|HULE PARA SELLO| Ancho: 14 Milímetro;  Largo: 38 Milímetro;  Líneas: 3 ; |Unidad|1 Unidad(es)|143794
283|123692|CONTRALLAVE| Diámetro de entrada: 1/2 pulgada;  Diámetro de salida: 1/2 pulgada;  Material: Metal cromado; |Unidad|1 Unidad(es)|144260
325|123785|MOTOCICLETA| Arranque: Eléctrico y patada;  Tipo: Doble propósito;  Tipo de motor: 4 tiempos;  Transmisión: Mecánica; |Unidad|1 Unidad(es)|144386
297|123863|CABLE PARALELO| Calibre: 14;  Uso: Eléctrico; |Rollo|100 Metro|144472
296|123868|BANDEJA PARA HORNEAR| Alto: 11.43 Centímetro;  Ancho: 45.72 Centímetro;  Largo: 60.96 Centímetro;  Material: Acero galvanizado y aluminio; |Unidad|1 Unidad(es)|144479
267|123988|KIT DE TINTA| Contenido por bote: 65 Mililitro;  Tipo: Sistema continuo;  Uso: Impresora; |Paquete|4 Unidad(es)|144627
292|124193|TOALLA| Ancho: 20 Pulgadas;  Largo: 35 Pulgadas;  Material: Algodón;  Uso: Trapear; |Unidad|1 Unidad(es)|144857
266|124449|DICLOFENACO| Concentración: 75mg/ml;  Forma farmacéutica: Líquido inyectable;  Vía de administración: Intramuscular e intravenosa; |Ampolla|1 Mililitro|145154
266|124449|DICLOFENACO| Concentración: 75mg/ml;  Forma farmacéutica: Líquido inyectable;  Vía de administración: Intramuscular e intravenosa; |Ampolla|3 Mililitro|145155
267|124520|TÓNER| Código: Cf287x;  Color: Negro;  Uso: Impresora; |Unidad|1 Unidad(es)|145239
283|124804|MEZCLADOR PARA LAVATRASTOS| Agujeros del lavado: 2;  Diámetro: 1/2 pulgada;  Material: Metal cromado;  Tipo de cuello: De ganso; |Unidad|1 Unidad(es)|145580
329|124806|AIRE ACONDICIONADO PORTÁTIL| Alimentación: 115 Voltio;  Capacidad: 12000 Unidad térmica inglesa por libra;  Etapas: Enfriamiento, deshumidificación, ventilación; |Unidad|1 Unidad(es)|145582
322|125045|MESA PLEGABLE| Alto: 75 Centímetro;  Ancho: 72 Centímetro;  Estructura: Metálica;  Largo: 180 Centímetro;  Material: Plástico; |Unidad|1 Unidad(es)|145871
329|125440|REFRIGERADOR| Alimentación: 115 Voltio;  Puertas: 2;  Tamaño: 18 Pie Cúbico; |Unidad|1 Unidad(es)|146346
295|125799|GUANTES| Condición: Descartable, libre de talco;  Material: Látex;  Talla: Mediano; |Caja|100 Unidad(es)|146763
295|125799|GUANTES| Condición: Descartable, libre de talco;  Material: Látex;  Talla: Mediano; |Caja|50 Unidad(es)|146761
299|125984|KIT PARA PINTAR| Incluye: Bandeja plástica, felpa, brochas y rodillo de metal y plástico; |Unidad|1 Unidad(es)|146982
211|126041|SUPLEMENTO ALIMENTICIO| Base: Aminoácidos y sodio;  Consistencia: Gel;  Sabor: Varios;  Vía de administración: Oral; |Caja|24 Unidad(es)|147049
283|126123|LLAVE DE CHORRO| Diámetro: 1/2 pulgada;  Material: Metal;  Tipo: Globo con rosca; |Unidad|1 Unidad(es)|147134
268|126240|BOLSA CON CIERRE HERMÉTICO| Material: Plástico;  Tamaño: Grande; |Paquete|10 Unidad(es)|160213
266|126288|COMPLEJO B| Concentración: Vitamina b1 5mg + vitamina b2 4mg + vitamina b6 4mg + dexpantenol 5mg + nicotinamida 20mg;  Forma farmacéutica: Líquido inyectable;  Vía de administración: Intravenosa/intramuscular; |Vial|10 Mililitro|147337
233|126421|TRAJE IMPERMEABLE DE ALTA VISIBILIDAD| Componentes: Chumpa y pantalón;  Contiene: Cinta reflectiva;  Material: Tela impermeable;  Talla: M;  Uso: Operativo; |Unidad|1 Unidad(es)|147500
233|126422|TRAJE IMPERMEABLE DE ALTA VISIBILIDAD| Componentes: Chumpa y pantalón;  Contiene: Cinta reflectiva;  Material: Tela impermeable;  Talla: L;  Uso: Operativo; |Unidad|1 Unidad(es)|147501
328|126552|ESCÁNER| Alimentador: Automático;  Capacidad de alimentador: 100 hojas;  Ciclo de trabajo diario: 7,000 páginas;  Puertos: Usb;  Resolución óptica: 600 dpi; |Unidad|1 Unidad(es)|147652
291|126571|SELLO FECHADOR| Ancho: 40 Milímetro;  Forma: Rectangular;  Largo: 50 Milímetro;  Líneas: 5 ;  Material: Plástico;  Tipo: Automático; |Unidad|1 Unidad(es)|147671
266|126578|ACETAMINOFÉN (PARACETAMOL) + CLORFENIRAMINA MALEATO + FENILEFRINA HCL + DEXTROMETORFANO HBR + ÁCIDO ASCÓRBICO| Concentración: 500mg + 4mg + 10mg + 25mg + 50mg;  Forma farmacéutica: Tableta;  Vía de administración: Oral; |Caja|10 Unidad(es)|147679
329|126729|ROTOMARTILLO| Corriente: 5 Amperio;  Frecuencia: 60 Hercio;  Golpes de impacto: 600 golpes por minuto;  Medida de mandril: 1/2 pulgada;  Número de revoluciones: 0 a 100 revoluciones por minuto;  Potencia: 600 Vatio; |Unidad|1 Unidad(es)|147844
299|126790|PLANCHA| Ancho: 2 Pies;  Grosor: 2 Pulgadas;  Largo: 4 Pies;  Material: Duroport; |Unidad|1 Unidad(es)|147919
266|126791|ENZIMAS DIGESTIVAS| Concentración: 100mg;  Forma farmacéutica: Tableta comprimida;  Vía de administración: Oral; |Unidad|1 Unidad(es)|147920
291|126874|PISTOLA TÉRMICA DE SILICÓN| Grosor de barra: 1/2 pulgada;  Material: Plástico; |Unidad|1 Unidad(es)|148019
211|127521|CLAVO DE OLOR| Tipo: Entero; |Bolsa|1 Libra|148769
266|127994|ACETAMINOFÉN (PARACETAMOL) + PSEUDOEFEDRINA HCL + CLORFENIRAMINA MALEATO + DEXTROMETORFANO| Concentración: (125mg + 15mg + 2mg + 10mg)/5ml;  Forma farmacéutica: Jarabe;  Vía de administración: Oral; |Frasco|120 Mililitro|149322
297|128028|BOMBILLA LED| Base: E26;  Potencia: 20 Vatio;  Tipo de luz: Blanca;  Voltaje: 100 a 240 Voltio; |Unidad|1 Unidad(es)|149365
232|128081|TOALLA| Ancho: 14 Pulgadas;  Largo: 16 Pulgadas;  Material: Microfibra; |Unidad|1 Unidad(es)|149424
292|128145|TOALLA| Clase: Húmeda libre de alcohol;  Tipo: Hipoalergénicas;  Uso: Limpieza personal; |Paquete|80 Unidad(es)|179916
289|128276|CANDADO| Material: Acero inoxidable;  Tamaño: 70 Milímetro; |Unidad|1 Unidad(es)|149652
211|128384|BOQUITAS| Clase: Poporopos (palomitas de maíz);  Sabor: Con sal; |Empaque|120 Gramos|170410
291|128706|SELLO| Diámetro: 31 Milímetro;  Forma: Redondo;  Material: Plástico;  Tipo: Automático; |Unidad|1 Unidad(es)|150152
268|129070|BASURERO| Capacidad: 20 Galón;  Incluye: Tapadera;  Material: Plástico; |Unidad|1 Unidad(es)|150599
244|129142|LIBRO| Diseño: Empastado;  Número de hojas: 400;  Tamaño: Oficio;  Uso: Control interno; |Unidad|1 Unidad(es)|150676
297|129576|EXTENSIÓN ELÉCTRICA| Calibre: 16 awg;  Cubierta: Hule;  Largo: 6 Metro;  Material: Cobre; |Unidad|1 Unidad(es)|151159
291|129594|TIJERA| Largo: 6 Pulgadas;  Mango: Plástico;  Material: Metal; |Unidad|1 Unidad(es)|151178
268|129691|FOAMY (GOMA EVA) CON BRILLANTINA| Ancho: 70 Centímetro;  Largo: 95 Centímetro; |Pliego|1 Unidad(es)|151293
329|129797|ASPIRADORA| Capacidad: 6 Galón;  Funciones: Aspira mojado y seco;  Incluye: Accesorios;  Potencia: 3 Caballo de Fuerza;  Tensión eléctrica: 120 Voltio; |Unidad|1 Unidad(es)|151428
219|130358|ACEITE (PARA CAPACITACIÓN)| Categoría: Light;  Clase: Oliva; |Envase|2 Litro|152070
219|130376|SAZONADOR (PARA CAPACITACIÓN)| Tipo: Completo;  Uso: Condimento; |Frasco|340 Gramos|152100
219|130390|ABLANDADOR Y SAZONADOR DE CARNE (PARA CAPACITACIÓN)| Tipo: Polvo; |Envase|454 Gramos|152132
211|130805|EMPANADA| Relleno: Jamón y queso crema; |Unidad|1 Unidad(es)|152587
329|131020|SOLDADORA| Corriente: 250 Amperio;  Frecuencia: 60 Hercio;  Incluye: Cables, pinza porta electrodo, pinza de tierra y careta;  Tensión eléctrica: 110 a 220 Voltio;  Tipo de soldadura: Soldadura convencional con electrodo (smaw); |Unidad|1 Unidad(es)|152829
268|131201|KIT DE ACCESORIOS PARA SANITARIO| Incluye: Flote, manecilla, desagüe, arbolito y sapito;  Material: Plástico;  Tamaño: Estándar; |Unidad|1 Unidad(es)|153044
296|131208|OLLA DE PRESIÓN| Capacidad: 15 Litro;  Material: Aluminio; |Unidad|1 Unidad(es)|153053
232|131739|SET DE CUBRECAMA| Color: Varios;  Diseño: Liso;  Incluye: 1 sábana y 2 protectores de almohada;  Material: Microfibra;  Tamaño: Imperial; |Unidad|1 Unidad(es)|153670
299|131999|KIT PARA PINTAR| Incluye: Rodillos, esponja y armazón; |Unidad|1 Unidad(es)|153970
268|132166|PLACA DE ACRÍLICO| Alto: 111 Centímetro;  Ancho: 155 Centímetro;  Color: Transparente;  Grosor: 3 Milímetro; |Unidad|1 Unidad(es)|154159
268|132547|RASTRILLO| Cabo: Madera;  Dientes: Plásticos;  Largo: 120 Centímetro;  Número de dientes: 22 ; |Unidad|1 Unidad(es)|154590
268|132784|CAJA DE ALMACENAMIENTO| Capacidad: 125 Litro;  Contiene: Tapadera;  Material: Plástico; |Unidad|1 Unidad(es)|154896
241|132890|PAPEL ARCOIRIS| Ancho: 50 Centímetro;  Color: Varios;  Gramaje: 80 Gramos;  Largo: 65 Centímetro; |Unidad|1 Unidad(es)|155021
211|132972|REFACCIÓN| Tipo: Alimento;  Uso: Menú especial servido; |Ración|1 Unidad(es)|155111
289|133087|BOTÓN INSIGNIA| Diámetro: 2.25 Pulgadas;  Material: Metal; |Unidad|1 Unidad(es)|155248
